CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'112358C0100,112358C0100,11,GUANAJUATO,47,DISTRITO I,2358,4856,C,0,R,129,19,2,8,34,6,19,18,3,158,3,,0,0,8,407,674,Cotejo
'112358C0200,112358C0200,11,GUANAJUATO,47,DISTRITO I,2358,4857,C,0,R,131,36,3,19,12,3,19,16,1,177,6,,0,0,7,430,674,Cotejo
'112359B0100,112359B0100,11,GUANAJUATO,47,DISTRITO I,2359,4858,B,0,R,86,6,3,18,12,1,26,23,3,126,2,,0,0,7,313,649,Cotejo
'112359C0100,112359C0100,11,GUANAJUATO,47,DISTRITO I,2359,4859,C,0,R,123,10,1,22,11,8,19,25,2,102,0,,0,0,5,328,648,Cotejo
'112360B0100,112360B0100,11,GUANAJUATO,47,DISTRITO I,2360,4860,B,0,R,79,10,4,15,27,3,17,18,1,85,1,,0,0,8,268,615,Recuento
'112360C0100,112360C0100,11,GUANAJUATO,47,DISTRITO I,2360,4861,C,0,R,82,8,2,7,36,3,26,16,1,65,2,,0,0,9,257,615,Cotejo
'112361B0100,112361B0100,11,GUANAJUATO,47,DISTRITO I,2361,4862,B,0,R,73,14,0,17,32,0,19,4,1,64,1,,0,1,4,230,419,Cotejo
'112361C0100,112361C0100,11,GUANAJUATO,47,DISTRITO I,2361,4863,C,0,R,63,6,1,15,37,5,13,9,1,59,2,,0,0,1,212,418,Cotejo
'112362B0100,112362B0100,11,GUANAJUATO,47,DISTRITO I,2362,4864,B,0,R,30,11,1,9,8,1,7,2,0,45,4,,0,0,13,131,243,Cotejo
'112363B0100,112363B0100,11,GUANAJUATO,47,DISTRITO I,2363,4865,B,0,R,64,13,1,13,14,3,13,5,0,112,2,,0,1,9,250,416,Cotejo
'112363C0100,112363C0100,11,GUANAJUATO,47,DISTRITO I,2363,4866,C,0,R,41,11,1,20,14,2,4,3,2,120,4,,0,0,6,228,416,Cotejo
'112364B0100,112364B0100,11,GUANAJUATO,47,DISTRITO I,2364,4867,B,0,R,63,3,1,18,20,5,7,3,3,115,1,,0,0,12,251,430,Cotejo
'112364C0100,112364C0100,11,GUANAJUATO,47,DISTRITO I,2364,4868,C,0,R,48,7,1,21,24,3,11,11,0,139,2,,0,0,7,274,429,Cotejo
'112365B0100,112365B0100,11,GUANAJUATO,47,DISTRITO I,2365,4869,B,0,R,75,14,1,14,8,4,15,10,0,42,0,,0,0,10,193,526,Cotejo
'112365C0100,112365C0100,11,GUANAJUATO,47,DISTRITO I,2365,4870,C,0,R,81,11,5,12,5,1,6,5,0,63,0,,0,0,6,195,525,Cotejo
'112366B0100,112366B0100,11,GUANAJUATO,47,DISTRITO I,2366,4871,B,0,R,124,8,1,14,21,2,3,1,0,65,1,,0,0,7,247,612,Cotejo
'112367B0100,112367B0100,11,GUANAJUATO,47,DISTRITO I,2367,4872,B,0,R,84,6,1,12,13,3,12,11,0,112,10,,0,0,11,275,507,Cotejo
'112368B0100,112368B0100,11,GUANAJUATO,47,DISTRITO I,2368,4873,B,0,R,65,4,1,18,11,2,30,77,0,52,1,,0,0,11,272,639,Recuento
'112368C0100,112368C0100,11,GUANAJUATO,47,DISTRITO I,2368,4874,C,0,R,91,7,4,8,28,2,23,69,1,57,0,,0,0,14,304,638,Cotejo
'112369B0100,112369B0100,11,GUANAJUATO,47,DISTRITO I,2369,4875,B,0,R,94,12,4,4,13,4,24,0,2,49,0,,0,0,18,224,507,Cotejo
'112369E0100,1.12E+105,11,GUANAJUATO,47,DISTRITO I,2369,4876,E,0,R,78,18,2,17,40,3,31,3,1,74,1,,0,0,5,273,608,Recuento
'112370B0100,112370B0100,11,GUANAJUATO,47,DISTRITO I,2370,4877,B,0,R,127,1,1,4,26,1,16,2,1,3,1,,0,0,9,192,520,Cotejo
'112371B0100,112371B0100,11,GUANAJUATO,47,DISTRITO I,2371,4878,B,0,R,104,18,3,20,20,4,10,6,5,158,3,,0,0,9,360,678,Cotejo
'112371C0100,112371C0100,11,GUANAJUATO,47,DISTRITO I,2371,4879,C,0,R,74,19,2,11,22,2,6,19,5,170,0,,0,0,17,347,678,Cotejo
'112372B0100,112372B0100,11,GUANAJUATO,47,DISTRITO I,2372,4880,B,0,R,64,14,0,9,10,3,26,5,2,147,3,,0,0,11,294,611,Cotejo
'112373B0100,112373B0100,11,GUANAJUATO,47,DISTRITO I,2373,4881,B,0,R,81,17,1,18,12,2,16,11,10,85,2,,0,0,9,264,546,Recuento
'112373C0100,112373C0100,11,GUANAJUATO,47,DISTRITO I,2373,4882,C,0,R,74,11,1,15,30,1,12,6,1,86,1,,0,0,17,255,546,Recuento
'112374B0100,112374B0100,11,GUANAJUATO,47,DISTRITO I,2374,4883,B,0,R,104,13,6,5,14,7,11,8,0,71,1,,0,0,13,253,570,Cotejo
'112374C0100,112374C0100,11,GUANAJUATO,47,DISTRITO I,2374,4884,C,0,R,82,25,6,7,17,5,10,7,2,68,2,,0,0,11,242,570,Cotejo
'112375B0100,112375B0100,11,GUANAJUATO,47,DISTRITO I,2375,5223,B,0,U,147,9,3,49,7,3,47,23,3,3,2,,0,0,11,307,747,Cotejo
'112375C0100,112375C0100,11,GUANAJUATO,47,DISTRITO I,2375,5224,C,0,U,130,11,4,63,4,3,44,19,5,1,0,,0,0,11,295,746,Cotejo
'112376B0100,112376B0100,11,GUANAJUATO,47,DISTRITO I,2376,5225,B,0,U,110,14,8,58,10,1,50,24,6,2,1,,0,0,8,292,589,Cotejo
'112376C0100,112376C0100,11,GUANAJUATO,47,DISTRITO I,2376,5226,C,0,U,111,10,4,63,6,1,33,19,5,2,1,,0,0,8,263,588,Cotejo
'112377B0100,112377B0100,11,GUANAJUATO,47,DISTRITO I,2377,5227,B,0,U,110,11,6,71,0,2,39,16,5,0,2,,0,0,6,268,644,Cotejo
'112377C0100,112377C0100,11,GUANAJUATO,47,DISTRITO I,2377,5228,C,0,U,142,14,6,53,4,0,31,16,2,1,1,,0,1,7,278,644,Cotejo
'112377C0200,112377C0200,11,GUANAJUATO,47,DISTRITO I,2377,5229,C,0,U,91,12,8,63,10,3,31,18,2,2,1,,0,1,4,246,643,Cotejo
'112378B0100,112378B0100,11,GUANAJUATO,47,DISTRITO I,2378,5230,B,0,U,131,25,5,54,4,1,62,14,0,2,1,,0,0,15,314,635,Cotejo
'112378C0100,112378C0100,11,GUANAJUATO,47,DISTRITO I,2378,5231,C,0,U,139,11,2,49,3,3,33,9,1,0,0,,0,0,8,258,634,Cotejo
'112379B0100,112379B0100,11,GUANAJUATO,47,DISTRITO I,2379,5232,B,0,U,101,5,1,45,4,0,39,36,0,1,1,,0,0,7,240,579,Cotejo
'112379C0100,112379C0100,11,GUANAJUATO,47,DISTRITO I,2379,5233,C,0,U,110,11,1,47,3,1,42,32,2,0,1,,0,1,15,266,579,Cotejo
'112379C0200,112379C0200,11,GUANAJUATO,47,DISTRITO I,2379,5234,C,0,U,98,11,4,56,11,3,30,26,6,0,1,,0,0,6,252,578,Cotejo
'112379C0300,112379C0300,11,GUANAJUATO,47,DISTRITO I,2379,5235,C,0,U,101,17,3,44,8,4,33,32,4,1,2,,0,0,5,254,578,Cotejo
'112380B0100,112380B0100,11,GUANAJUATO,47,DISTRITO I,2380,5236,B,0,U,138,9,1,45,2,1,60,32,6,1,2,,0,3,15,315,638,Cotejo
'112380C0100,112380C0100,11,GUANAJUATO,47,DISTRITO I,2380,5237,C,0,U,121,15,5,54,9,3,42,21,2,1,1,,0,0,4,278,638,Cotejo
'112381B0100,112381B0100,11,GUANAJUATO,47,DISTRITO I,2381,5238,B,0,U,103,15,1,65,6,3,51,10,1,0,2,,0,1,9,267,480,Cotejo
'112381C0100,112381C0100,11,GUANAJUATO,47,DISTRITO I,2381,5239,C,0,U,131,11,2,45,6,0,32,15,5,1,1,,0,3,11,263,479,Cotejo
'112381S0100,112381S0100,11,GUANAJUATO,47,DISTRITO I,2381,5240,S,0,U,87,12,3,63,4,1,21,9,1,4,2,,0,0,13,220,0,Cotejo
'112382B0100,112382B0100,11,GUANAJUATO,47,DISTRITO I,2382,5241,B,0,U,154,13,0,65,2,2,69,47,3,2,3,,0,0,11,371,728,Cotejo
'112382C0100,112382C0100,11,GUANAJUATO,47,DISTRITO I,2382,5242,C,0,U,131,12,2,65,2,3,39,38,8,1,4,,0,0,11,316,728,Cotejo
'112382C0200,112382C0200,11,GUANAJUATO,47,DISTRITO I,2382,5243,C,0,U,109,16,4,72,4,5,45,42,6,5,1,,0,0,11,320,728,Cotejo
'112383B0100,112383B0100,11,GUANAJUATO,47,DISTRITO I,2383,5244,B,0,U,156,10,2,57,6,2,39,25,4,0,0,,0,0,11,312,591,Cotejo
'112383C0100,112383C0100,11,GUANAJUATO,47,DISTRITO I,2383,5245,C,0,U,151,10,5,82,2,3,36,12,3,3,1,,0,0,4,312,590,Cotejo
'112384B0100,112384B0100,11,GUANAJUATO,47,DISTRITO I,2384,5246,B,0,U,80,23,3,66,7,2,31,24,0,1,1,,0,0,8,246,466,Cotejo
'112384C0100,112384C0100,11,GUANAJUATO,47,DISTRITO I,2384,5247,C,0,U,79,13,3,57,10,5,32,22,1,1,3,,0,0,8,234,465,Cotejo
'112385B0100,112385B0100,11,GUANAJUATO,47,DISTRITO I,2385,5248,B,0,U,123,2,2,90,3,5,59,26,0,3,0,,0,0,14,327,724,Cotejo
'112385C0100,112385C0100,11,GUANAJUATO,47,DISTRITO I,2385,5249,C,0,U,100,16,2,65,13,4,79,23,1,2,1,,0,0,7,313,724,Cotejo
'112385C0200,112385C0200,11,GUANAJUATO,47,DISTRITO I,2385,5250,C,0,U,98,10,2,71,10,5,31,19,7,0,1,,0,0,10,264,724,Cotejo
'112385C0300,112385C0300,11,GUANAJUATO,47,DISTRITO I,2385,5251,C,0,U,96,16,0,76,5,2,44,20,5,0,0,,0,0,10,274,724,Cotejo
'112385C0400,112385C0400,11,GUANAJUATO,47,DISTRITO I,2385,5252,C,0,U,129,12,1,68,2,2,49,19,8,4,0,,0,0,8,302,724,Cotejo
'112386B0100,112386B0100,11,GUANAJUATO,47,DISTRITO I,2386,5253,B,0,U,111,16,2,69,8,3,55,13,2,0,1,,0,0,10,290,607,Cotejo
'112386C0100,112386C0100,11,GUANAJUATO,47,DISTRITO I,2386,5254,C,0,U,106,19,1,55,4,1,33,16,7,0,2,,0,0,10,254,606,Cotejo
'112387B0100,112387B0100,11,GUANAJUATO,47,DISTRITO I,2387,5255,B,0,U,122,8,9,69,0,1,29,16,2,0,0,,0,0,8,264,534,Cotejo
'112387C0100,112387C0100,11,GUANAJUATO,47,DISTRITO I,2387,5256,C,0,U,108,9,0,80,2,3,36,12,4,1,1,,0,0,12,268,533,Cotejo
'112388B0100,112388B0100,11,GUANAJUATO,47,DISTRITO I,2388,5257,B,0,U,126,12,2,89,7,3,56,21,3,2,1,,0,0,11,333,661,Cotejo
'112388C0100,112388C0100,11,GUANAJUATO,47,DISTRITO I,2388,5258,C,0,U,126,17,1,68,7,2,46,13,3,2,3,,0,0,5,293,660,Cotejo
'112388C0200,112388C0200,11,GUANAJUATO,47,DISTRITO I,2388,5259,C,0,U,135,12,5,87,3,7,49,15,5,1,4,,0,0,9,332,660,Cotejo
'112389B0100,112389B0100,11,GUANAJUATO,47,DISTRITO I,2389,5260,B,0,U,121,11,4,51,10,6,39,26,6,3,1,,0,0,5,283,667,Cotejo
'112389C0100,112389C0100,11,GUANAJUATO,47,DISTRITO I,2389,5261,C,0,U,116,8,1,46,5,2,47,27,10,1,2,,0,0,5,270,667,Cotejo
'112389C0200,112389C0200,11,GUANAJUATO,47,DISTRITO I,2389,5262,C,0,U,103,19,1,49,5,2,45,20,7,3,1,,0,0,11,266,666,Cotejo
'112390B0100,112390B0100,11,GUANAJUATO,47,DISTRITO I,2390,5263,B,0,U,123,13,2,95,5,1,22,9,0,0,0,,0,0,4,274,685,Cotejo
'112390C0100,112390C0100,11,GUANAJUATO,47,DISTRITO I,2390,5264,C,0,U,124,9,0,111,2,1,36,7,0,1,0,,0,0,6,297,685,Cotejo
'112390C0200,112390C0200,11,GUANAJUATO,47,DISTRITO I,2390,5265,C,0,U,128,13,0,85,2,4,34,19,0,0,0,,0,0,7,292,685,Cotejo
'112390C0300,112390C0300,11,GUANAJUATO,47,DISTRITO I,2390,5266,C,0,U,109,16,0,111,13,4,34,14,4,0,1,,0,0,3,309,684,Recuento
'112391B0100,112391B0100,11,GUANAJUATO,47,DISTRITO I,2391,5125,B,0,R,123,4,1,209,3,7,4,33,1,1,0,,0,0,10,396,696,Cotejo
'112392B0100,112392B0100,11,GUANAJUATO,47,DISTRITO I,2392,5126,B,0,R,70,7,0,97,0,2,7,32,1,0,0,,0,0,5,221,656,Cotejo
'112392C0100,112392C0100,11,GUANAJUATO,47,DISTRITO I,2392,5127,C,0,R,77,7,0,144,0,0,5,11,1,0,0,,0,0,6,251,655,Cotejo
'112392C0200,112392C0200,11,GUANAJUATO,47,DISTRITO I,2392,5128,C,0,R,92,2,0,180,0,0,7,25,1,1,0,,0,0,3,311,655,Cotejo
'112393B0100,112393B0100,11,GUANAJUATO,47,DISTRITO I,2393,5129,B,0,R,98,6,1,135,0,2,24,5,5,0,0,,0,0,7,283,487,Cotejo
'112393C0100,112393C0100,11,GUANAJUATO,47,DISTRITO I,2393,5130,C,0,R,102,10,0,116,0,1,21,7,15,0,1,,0,0,7,280,487,Cotejo
'112394B0100,112394B0100,11,GUANAJUATO,47,DISTRITO I,2394,5131,B,0,R,120,4,1,144,0,1,25,14,5,0,0,,0,0,6,320,566,Cotejo
'112394C0100,112394C0100,11,GUANAJUATO,47,DISTRITO I,2394,5132,C,0,R,88,8,0,166,0,1,19,13,9,0,1,,0,0,5,310,566,Cotejo
'112395B0100,112395B0100,11,GUANAJUATO,47,DISTRITO I,2395,5133,B,0,R,69,44,1,39,0,1,27,7,7,2,1,,0,0,5,203,426,Cotejo
'112395C0100,112395C0100,11,GUANAJUATO,47,DISTRITO I,2395,5134,C,0,R,76,47,1,32,0,3,12,11,3,1,2,,0,0,6,194,426,Cotejo
'112396B0100,112396B0100,11,GUANAJUATO,47,DISTRITO I,2396,5135,B,0,R,89,9,1,54,3,4,15,22,1,0,0,,0,0,9,207,439,Cotejo
'112396C0100,112396C0100,11,GUANAJUATO,47,DISTRITO I,2396,5136,C,0,R,88,17,0,58,5,2,21,35,2,0,0,,0,0,14,242,439,Cotejo
'112397B0100,112397B0100,11,GUANAJUATO,47,DISTRITO I,2397,5137,B,0,R,81,7,1,76,2,2,12,4,3,0,0,,0,0,2,190,432,Cotejo
'112397C0100,112397C0100,11,GUANAJUATO,47,DISTRITO I,2397,5138,C,0,R,111,12,4,71,0,4,10,6,0,0,0,,0,0,12,230,431,Cotejo
'112398B0100,112398B0100,11,GUANAJUATO,47,DISTRITO I,2398,5139,B,0,R,58,13,0,156,2,2,6,10,7,0,0,,0,0,5,259,601,Cotejo
'112398C0100,112398C0100,11,GUANAJUATO,47,DISTRITO I,2398,5140,C,0,R,72,12,1,141,3,0,12,1,9,0,0,,0,0,10,261,600,Cotejo
'112398C0200,112398C0200,11,GUANAJUATO,47,DISTRITO I,2398,5141,C,0,R,74,11,1,142,1,4,8,13,3,0,0,,0,0,8,265,600,Cotejo
'112399B0100,112399B0100,11,GUANAJUATO,47,DISTRITO I,2399,5267,B,0,U,109,10,6,97,2,0,31,11,8,0,1,,0,0,4,279,713,Cotejo
'112399C0100,112399C0100,11,GUANAJUATO,47,DISTRITO I,2399,5268,C,0,U,120,5,6,85,1,0,39,9,10,0,0,,0,0,4,279,713,Cotejo
'112399C0200,112399C0200,11,GUANAJUATO,47,DISTRITO I,2399,5269,C,0,U,110,10,10,84,1,1,47,9,10,1,2,,0,0,8,293,713,Cotejo
'112400B0100,112400B0100,11,GUANAJUATO,47,DISTRITO I,2400,5270,B,0,U,94,5,1,125,1,1,26,4,2,0,2,,0,0,11,272,564,Cotejo
'112400C0100,112400C0100,11,GUANAJUATO,47,DISTRITO I,2400,5271,C,0,U,111,15,0,95,0,3,16,9,0,0,0,,0,1,3,253,563,Cotejo
'112401B0100,112401B0100,11,GUANAJUATO,47,DISTRITO I,2401,5142,B,0,R,160,8,0,126,2,1,10,26,0,0,0,,0,0,8,341,656,Cotejo
'112401C0100,112401C0100,11,GUANAJUATO,47,DISTRITO I,2401,5143,C,0,R,192,3,1,131,0,5,9,22,1,0,0,,0,0,15,379,656,Cotejo
'112402B0100,112402B0100,11,GUANAJUATO,47,DISTRITO I,2402,5144,B,0,R,99,16,2,123,2,2,14,46,3,0,0,,0,0,11,318,730,Cotejo
'112403B0100,112403B0100,11,GUANAJUATO,47,DISTRITO I,2403,5145,B,0,R,88,45,2,105,5,9,16,3,3,1,1,,0,0,8,286,672,Cotejo
'112404B0100,112404B0100,11,GUANAJUATO,47,DISTRITO I,2404,5146,B,0,R,63,13,0,169,1,0,5,1,3,0,0,,0,0,10,265,545,Cotejo
'112405B0100,112405B0100,11,GUANAJUATO,47,DISTRITO I,2405,5147,B,0,R,64,4,0,205,0,0,7,3,2,0,0,,0,1,2,288,577,Cotejo
'112405C0100,112405C0100,11,GUANAJUATO,47,DISTRITO I,2405,5148,C,0,R,85,0,0,188,0,0,10,7,4,0,0,,0,0,6,300,577,Cotejo
'112405C0200,112405C0200,11,GUANAJUATO,47,DISTRITO I,2405,5149,C,0,R,103,5,0,137,0,2,9,5,0,0,0,,0,3,7,271,577,Cotejo
'112406B0100,112406B0100,11,GUANAJUATO,47,DISTRITO I,2406,5150,B,0,R,83,9,0,17,2,1,13,17,3,0,1,,0,0,10,156,705,Cotejo
'112406C0100,112406C0100,11,GUANAJUATO,47,DISTRITO I,2406,5151,C,0,R,76,5,0,147,4,0,19,26,4,2,1,,0,0,11,295,704,Cotejo
'112407B0100,112407B0100,11,GUANAJUATO,47,DISTRITO I,2407,5272,B,0,U,47,8,0,142,1,0,10,4,1,0,0,,0,0,0,213,557,Cotejo
'112407C0100,112407C0100,11,GUANAJUATO,47,DISTRITO I,2407,5273,C,0,U,48,14,0,164,0,0,6,2,0,1,0,,0,0,0,235,557,Cotejo
'112407C0200,112407C0200,11,GUANAJUATO,47,DISTRITO I,2407,5274,C,0,U,47,20,1,135,1,0,11,4,1,0,1,,0,0,4,225,557,Cotejo
'112408B0100,112408B0100,11,GUANAJUATO,47,DISTRITO I,2408,5152,B,0,R,47,4,0,77,1,1,9,37,1,1,1,,0,0,7,186,517,Cotejo
'112408C0100,112408C0100,11,GUANAJUATO,47,DISTRITO I,2408,5153,C,0,R,41,9,0,121,0,1,10,29,0,0,0,,0,0,2,213,516,Cotejo
'112408C0200,112408C0200,11,GUANAJUATO,47,DISTRITO I,2408,5154,C,0,R,57,6,0,113,2,0,7,30,8,1,0,,0,0,3,227,516,Cotejo
'112409B0100,112409B0100,11,GUANAJUATO,47,DISTRITO I,2409,5155,B,0,R,51,17,2,232,2,1,22,6,3,0,0,,0,0,15,351,707,Cotejo
'112409C0100,112409C0100,11,GUANAJUATO,47,DISTRITO I,2409,5156,C,0,R,60,15,0,248,0,1,66,3,0,0,0,,0,0,6,399,707,Cotejo
'112409C0200,112409C0200,11,GUANAJUATO,47,DISTRITO I,2409,5157,C,0,R,68,7,0,248,0,0,14,4,3,0,0,,0,0,10,354,707,Cotejo
'112410B0100,112410B0100,11,GUANAJUATO,47,DISTRITO I,2410,5158,B,0,R,54,8,3,64,1,2,21,39,0,1,0,,0,2,2,197,413,Cotejo
'112410C0100,112410C0100,11,GUANAJUATO,47,DISTRITO I,2410,5159,C,0,R,50,5,2,48,2,0,22,15,0,0,0,,0,0,2,146,412,Recuento
'112411B0100,112411B0100,11,GUANAJUATO,47,DISTRITO I,2411,5160,B,0,R,25,15,1,120,0,0,2,7,0,1,0,,0,0,14,185,452,Cotejo
'112411C0100,112411C0100,11,GUANAJUATO,47,DISTRITO I,2411,5161,C,0,R,32,12,0,93,2,0,2,13,1,0,0,,0,0,5,160,452,Cotejo
'112412B0100,112412B0100,11,GUANAJUATO,47,DISTRITO I,2412,5162,B,0,R,90,14,1,42,2,3,18,7,4,2,0,,1,0,5,189,479,Cotejo
'112412C0100,112412C0100,11,GUANAJUATO,47,DISTRITO I,2412,5163,C,0,R,84,8,5,57,1,1,33,4,7,1,0,,0,0,4,205,478,Cotejo
'112413B0100,112413B0100,11,GUANAJUATO,47,DISTRITO I,2413,5164,B,0,R,138,5,1,36,2,2,27,42,7,3,0,,0,0,11,274,729,Cotejo
'112413C0100,112413C0100,11,GUANAJUATO,47,DISTRITO I,2413,5165,C,0,R,123,2,4,40,1,1,20,39,8,1,2,,0,0,6,247,728,Cotejo
'112413C0200,112413C0200,11,GUANAJUATO,47,DISTRITO I,2413,5166,C,0,R,153,9,3,38,6,2,23,35,10,2,0,,0,0,4,285,728,Cotejo
'112414B0100,112414B0100,11,GUANAJUATO,47,DISTRITO I,2414,5167,B,0,R,66,19,2,123,1,4,33,28,3,1,0,,0,0,7,287,649,Cotejo
'112414C0100,112414C0100,11,GUANAJUATO,47,DISTRITO I,2414,5168,C,0,R,40,18,4,142,5,4,40,26,1,0,1,,0,0,10,291,648,Cotejo
'112414C0200,112414C0200,11,GUANAJUATO,47,DISTRITO I,2414,5169,C,0,R,76,18,0,148,0,0,25,15,3,0,1,,0,0,5,291,648,Cotejo
'112415B0100,112415B0100,11,GUANAJUATO,47,DISTRITO I,2415,5170,B,0,R,54,27,1,117,2,0,24,18,2,1,0,,0,0,13,259,640,Cotejo
'112415C0100,112415C0100,11,GUANAJUATO,47,DISTRITO I,2415,5171,C,0,R,68,19,0,97,1,0,27,19,5,0,1,,0,0,9,246,639,Cotejo
'112416B0100,112416B0100,11,GUANAJUATO,47,DISTRITO I,2416,5172,B,0,R,46,11,0,130,1,1,15,5,1,0,0,,0,0,3,213,610,Cotejo
'112417B0100,112417B0100,11,GUANAJUATO,47,DISTRITO I,2417,5173,B,0,R,66,8,1,43,0,0,13,12,3,1,0,,0,1,8,156,507,Cotejo
'112417C0100,112417C0100,11,GUANAJUATO,47,DISTRITO I,2417,5174,C,0,R,54,14,0,37,0,1,12,8,4,2,1,,0,0,15,148,507,Cotejo
'112417C0200,112417C0200,11,GUANAJUATO,47,DISTRITO I,2417,5175,C,0,R,71,5,0,37,1,0,9,11,2,0,0,,0,1,7,144,506,Recuento
'112418B0100,112418B0100,11,GUANAJUATO,47,DISTRITO I,2418,5176,B,0,R,155,15,1,39,3,1,38,12,6,0,1,,0,0,5,276,585,Cotejo
'112419B0100,112419B0100,11,GUANAJUATO,47,DISTRITO I,2419,5177,B,0,R,49,8,2,84,3,3,13,5,5,0,0,,0,0,3,175,532,Cotejo
'112420B0100,112420B0100,11,GUANAJUATO,47,DISTRITO I,2420,5178,B,0,R,82,13,0,167,8,0,16,6,1,1,1,,0,0,13,308,684,Cotejo
'112420C0100,112420C0100,11,GUANAJUATO,47,DISTRITO I,2420,5179,C,0,R,91,5,2,176,3,0,15,17,2,0,1,,0,0,8,320,683,Cotejo
'112421B0100,112421B0100,11,GUANAJUATO,47,DISTRITO I,2421,5180,B,0,R,112,11,0,67,1,3,14,11,3,0,1,,0,0,11,234,591,Cotejo
'112421C0100,112421C0100,11,GUANAJUATO,47,DISTRITO I,2421,5181,C,0,R,108,9,3,71,1,3,21,13,4,0,2,,0,0,9,244,590,Cotejo
'112422B0100,112422B0100,11,GUANAJUATO,47,DISTRITO I,2422,5182,B,0,R,96,10,1,88,5,3,48,33,3,1,0,,0,0,8,296,639,Cotejo
'112422C0100,112422C0100,11,GUANAJUATO,47,DISTRITO I,2422,5183,C,0,R,88,9,2,78,2,6,28,19,6,1,1,,0,0,4,244,639,Cotejo
'112423B0100,112423B0100,11,GUANAJUATO,47,DISTRITO I,2423,5184,B,0,R,78,12,2,77,2,2,20,9,3,0,1,,0,0,10,216,430,Recuento
'112423C0100,112423C0100,11,GUANAJUATO,47,DISTRITO I,2423,5185,C,0,R,74,9,2,67,6,6,16,12,1,0,1,,0,0,4,198,430,Cotejo
'112424B0100,112424B0100,11,GUANAJUATO,47,DISTRITO I,2424,5186,B,0,R,46,23,1,57,11,2,24,11,1,1,1,,0,0,11,189,474,Cotejo
'112424C0100,112424C0100,11,GUANAJUATO,47,DISTRITO I,2424,5187,C,0,R,52,7,0,67,9,1,9,12,0,0,1,,0,0,10,168,474,Cotejo
'112425B0100,112425B0100,11,GUANAJUATO,47,DISTRITO I,2425,5188,B,0,R,115,14,0,102,2,1,5,4,0,3,0,,0,1,12,259,543,Cotejo
'112425C0100,112425C0100,11,GUANAJUATO,47,DISTRITO I,2425,5189,C,0,R,129,12,1,97,1,2,2,6,2,0,0,,0,0,7,259,543,Cotejo
'112426B0100,112426B0100,11,GUANAJUATO,47,DISTRITO I,2426,5190,B,0,R,145,9,0,73,5,1,9,8,2,0,0,,0,0,4,256,508,Cotejo
'112426C0100,112426C0100,11,GUANAJUATO,47,DISTRITO I,2426,5191,C,0,R,93,12,1,84,6,2,6,21,6,1,0,,0,0,9,241,507,Cotejo
'112427B0100,112427B0100,11,GUANAJUATO,47,DISTRITO I,2427,5192,B,0,R,66,5,0,86,0,3,19,13,5,0,1,,0,0,0,198,560,Cotejo
'112427C0100,112427C0100,11,GUANAJUATO,47,DISTRITO I,2427,5193,C,0,R,85,8,2,92,4,6,13,23,10,1,1,,0,1,7,253,560,Recuento
'112428B0100,112428B0100,11,GUANAJUATO,47,DISTRITO I,2428,5194,B,0,R,52,7,0,147,0,0,6,11,7,0,0,,0,0,0,230,433,Cotejo
'112429B0100,112429B0100,11,GUANAJUATO,47,DISTRITO I,2429,5195,B,0,R,88,9,2,74,1,2,24,6,4,1,1,,0,0,11,223,474,Cotejo
'112429C0100,112429C0100,11,GUANAJUATO,47,DISTRITO I,2429,5196,C,0,R,62,10,0,123,0,1,15,10,1,1,2,,0,0,10,235,473,Cotejo
'112430B0100,112430B0100,11,GUANAJUATO,47,DISTRITO I,2430,5197,B,0,R,120,11,2,70,1,2,14,3,7,2,2,,0,0,8,242,462,Cotejo
'112431B0100,112431B0100,11,GUANAJUATO,47,DISTRITO I,2431,5198,B,0,R,62,9,0,88,1,1,7,5,0,1,0,,0,0,7,181,438,Cotejo
'112431C0100,112431C0100,11,GUANAJUATO,47,DISTRITO I,2431,5199,C,0,R,57,10,0,73,1,1,7,7,0,0,0,,0,0,8,164,437,Cotejo
'112432B0100,112432B0100,11,GUANAJUATO,47,DISTRITO I,2432,5200,B,0,R,75,3,1,75,1,1,9,3,4,3,0,,0,0,5,180,390,Recuento
'112432C0100,112432C0100,11,GUANAJUATO,47,DISTRITO I,2432,5201,C,0,R,69,9,0,89,0,2,13,5,1,0,0,,0,0,6,194,390,Cotejo
'112433B0100,112433B0100,11,GUANAJUATO,47,DISTRITO I,2433,5202,B,0,R,55,0,1,93,3,1,19,20,3,0,0,,0,0,8,203,408,Cotejo
'112433C0100,112433C0100,11,GUANAJUATO,47,DISTRITO I,2433,5203,C,0,R,34,10,5,104,3,1,15,10,1,1,1,,0,1,8,194,408,Cotejo
'112434B0100,112434B0100,11,GUANAJUATO,47,DISTRITO I,2434,5204,B,0,R,49,10,0,92,1,1,18,3,9,1,0,,0,0,12,196,410,Cotejo
'112434C0100,112434C0100,11,GUANAJUATO,47,DISTRITO I,2434,5205,C,0,R,61,14,2,92,1,0,22,2,7,0,1,,0,0,10,212,409,Cotejo
