CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'111643C0700,111643C0700,11,GUANAJUATO,67,DISTRITO XXI,1643,3026,C,0,U,117,24,1,7,3,11,75,2,3,1,3,,,0,8,255,691,Cotejo
'111643C0800,111643C0800,11,GUANAJUATO,67,DISTRITO XXI,1643,3027,C,0,U,100,11,2,8,2,9,93,3,1,1,1,,,0,9,240,691,Recuento
'111643C0900,111643C0900,11,GUANAJUATO,67,DISTRITO XXI,1643,3028,C,0,U,105,17,1,11,2,6,72,2,4,0,2,,,1,5,228,691,Cotejo
'111643C1000,111643C1000,11,GUANAJUATO,67,DISTRITO XXI,1643,3029,C,0,U,126,16,2,6,1,6,81,1,4,1,0,,,0,5,249,691,Cotejo
'111643C1100,111643C1100,11,GUANAJUATO,67,DISTRITO XXI,1643,3030,C,0,U,108,22,4,9,1,4,53,0,3,0,2,,,0,1,207,691,Cotejo
'111647B0100,111647B0100,11,GUANAJUATO,67,DISTRITO XXI,1647,3052,B,0,U,126,15,3,9,3,5,60,3,2,2,2,,,0,7,237,720,Cotejo
'111647C0100,111647C0100,11,GUANAJUATO,67,DISTRITO XXI,1647,3053,C,0,U,104,11,3,15,6,5,70,2,3,1,2,,,0,2,224,720,Cotejo
'111647C0200,111647C0200,11,GUANAJUATO,67,DISTRITO XXI,1647,3054,C,0,U,101,25,4,4,0,10,60,3,1,0,1,,,0,7,216,720,Cotejo
'111647C0300,111647C0300,11,GUANAJUATO,67,DISTRITO XXI,1647,3055,C,0,U,97,19,2,7,4,4,57,6,0,1,1,,,0,11,209,720,Cotejo
'111647C0400,111647C0400,11,GUANAJUATO,67,DISTRITO XXI,1647,3056,C,0,U,119,19,1,13,1,3,51,0,1,0,3,,,0,3,214,720,Cotejo
'111647C0500,111647C0500,11,GUANAJUATO,67,DISTRITO XXI,1647,3057,C,0,U,112,19,2,15,1,12,57,5,4,1,3,,,0,1,232,719,Cotejo
'111647C0600,111647C0600,11,GUANAJUATO,67,DISTRITO XXI,1647,3058,C,0,U,119,23,2,10,2,6,56,1,3,3,2,,,0,2,229,719,Cotejo
'111647C0700,111647C0700,11,GUANAJUATO,67,DISTRITO XXI,1647,3059,C,0,U,114,20,3,11,2,8,64,2,4,3,4,,,0,4,239,719,Cotejo
'111647C0800,111647C0800,11,GUANAJUATO,67,DISTRITO XXI,1647,3060,C,0,U,137,21,1,2,0,5,51,2,1,0,2,,,0,9,231,719,Cotejo
'111647C0900,111647C0900,11,GUANAJUATO,67,DISTRITO XXI,1647,3061,C,0,U,134,16,2,13,7,6,61,1,0,0,0,,,0,4,244,719,Cotejo
'111647C1000,111647C1000,11,GUANAJUATO,67,DISTRITO XXI,1647,3062,C,0,U,122,27,1,9,1,1,60,3,2,5,3,,,0,8,242,719,Cotejo
'111647C1100,111647C1100,11,GUANAJUATO,67,DISTRITO XXI,1647,3063,C,0,U,108,18,1,7,1,6,56,3,1,0,4,,,0,5,210,719,Cotejo
'111647C1200,111647C1200,11,GUANAJUATO,67,DISTRITO XXI,1647,3064,C,0,U,132,14,0,9,2,14,52,2,1,3,3,,,0,5,237,719,Cotejo
'111647C1300,111647C1300,11,GUANAJUATO,67,DISTRITO XXI,1647,3065,C,0,U,103,16,1,7,1,5,72,0,5,2,2,,,2,5,221,719,Cotejo
'111647C1400,111647C1400,11,GUANAJUATO,67,DISTRITO XXI,1647,3066,C,0,U,103,20,2,12,2,10,60,3,2,2,4,,,0,7,227,719,Cotejo
'111647C1500,111647C1500,11,GUANAJUATO,67,DISTRITO XXI,1647,3067,C,0,U,103,16,2,12,5,3,62,3,2,1,3,,,0,4,216,719,Cotejo
'111647C1600,111647C1600,11,GUANAJUATO,67,DISTRITO XXI,1647,3068,C,0,U,110,15,2,10,3,9,84,3,0,1,2,,,0,10,249,719,Cotejo
'111647C1700,111647C1700,11,GUANAJUATO,67,DISTRITO XXI,1647,3069,C,0,U,121,20,2,13,4,6,61,2,0,1,0,,,0,5,235,719,Cotejo
'111647C1800,111647C1800,11,GUANAJUATO,67,DISTRITO XXI,1647,3070,C,0,U,108,12,5,11,1,7,61,3,5,2,1,,,0,9,225,719,Cotejo
'113042B0100,113042B0100,11,GUANAJUATO,67,DISTRITO XXI,3042,3589,B,0,U,336,37,2,2,0,21,78,3,1,1,2,,,0,5,488,711,Cotejo
'113043B0100,113043B0100,11,GUANAJUATO,67,DISTRITO XXI,3043,3590,B,0,U,275,48,3,13,2,30,67,0,0,0,4,,,0,4,446,596,Cotejo
'113045B0100,113045B0100,11,GUANAJUATO,67,DISTRITO XXI,3045,3592,B,0,U,331,32,2,10,2,26,21,3,2,0,1,,,0,11,441,638,Cotejo
'113048B0100,113048B0100,11,GUANAJUATO,67,DISTRITO XXI,3048,3595,B,0,U,181,17,1,13,0,12,68,4,0,1,1,,,0,7,305,543,Cotejo
'113049B0100,113049B0100,11,GUANAJUATO,67,DISTRITO XXI,3049,3596,B,0,U,229,20,1,9,4,17,79,3,8,2,3,,,0,7,382,658,Cotejo
'113050B0100,113050B0100,11,GUANAJUATO,67,DISTRITO XXI,3050,3597,B,0,U,170,21,5,15,2,19,62,2,2,1,5,,,0,7,311,602,Cotejo
'113052B0100,113052B0100,11,GUANAJUATO,67,DISTRITO XXI,3052,3599,B,0,U,241,30,2,15,2,22,65,9,3,1,1,,,0,8,399,703,Cotejo
'113053B0100,113053B0100,11,GUANAJUATO,67,DISTRITO XXI,3053,3600,B,0,U,259,22,5,15,5,20,76,1,1,3,5,,,0,13,425,697,Cotejo
'113054B0100,113054B0100,11,GUANAJUATO,67,DISTRITO XXI,3054,3601,B,0,U,186,24,5,19,2,9,104,25,3,3,4,,,0,6,390,696,Cotejo
'113055B0100,113055B0100,11,GUANAJUATO,67,DISTRITO XXI,3055,3602,B,0,U,76,16,0,8,0,2,56,1,0,0,2,,,1,6,168,426,Cotejo
'113055C0100,113055C0100,11,GUANAJUATO,67,DISTRITO XXI,3055,3603,C,0,U,83,11,0,6,1,5,45,0,3,0,3,,,0,6,163,426,Cotejo
'113056B0100,113056B0100,11,GUANAJUATO,67,DISTRITO XXI,3056,3604,B,0,U,198,17,2,10,3,13,59,1,1,2,3,,,0,5,314,551,Cotejo
'113057B0100,113057B0100,11,GUANAJUATO,67,DISTRITO XXI,3057,3605,B,0,U,178,33,2,14,3,14,89,4,7,2,4,,,1,7,358,667,Cotejo
'113058B0100,113058B0100,11,GUANAJUATO,67,DISTRITO XXI,3058,3606,B,0,U,164,13,2,5,0,5,55,1,1,1,1,,,0,5,253,451,Cotejo
'113059B0100,113059B0100,11,GUANAJUATO,67,DISTRITO XXI,3059,3607,B,0,U,61,12,2,7,0,11,47,0,2,1,4,,,0,3,150,417,Cotejo
'113059C0100,113059C0100,11,GUANAJUATO,67,DISTRITO XXI,3059,3608,C,0,U,79,8,1,4,2,6,50,4,2,1,2,,,0,2,161,416,Cotejo
'113060B0100,113060B0100,11,GUANAJUATO,67,DISTRITO XXI,3060,3609,B,0,U,98,16,2,11,0,4,52,4,1,0,3,,,1,2,194,397,Cotejo
'113060C0100,113060C0100,11,GUANAJUATO,67,DISTRITO XXI,3060,3610,C,0,U,82,8,1,8,3,6,37,3,2,0,3,,,0,3,156,397,Cotejo
'113061B0100,113061B0100,11,GUANAJUATO,67,DISTRITO XXI,3061,3611,B,0,U,80,11,2,9,0,7,48,0,1,0,6,,,0,25,189,407,Cotejo
'113061C0100,113061C0100,11,GUANAJUATO,67,DISTRITO XXI,3061,3612,C,0,U,77,8,0,8,1,2,46,1,0,0,4,,,0,4,151,406,Cotejo
'113062B0100,113062B0100,11,GUANAJUATO,67,DISTRITO XXI,3062,3613,B,0,U,83,9,0,7,2,3,55,0,0,0,1,,,1,2,163,392,Cotejo
'113062C0100,113062C0100,11,GUANAJUATO,67,DISTRITO XXI,3062,3614,C,0,U,178,3,2,6,1,8,51,1,0,0,2,,,1,2,255,391,Cotejo
'113063B0100,113063B0100,11,GUANAJUATO,67,DISTRITO XXI,3063,3615,B,0,U,128,18,4,10,13,10,72,3,2,0,4,,,0,10,274,583,Cotejo
'113064B0100,113064B0100,11,GUANAJUATO,67,DISTRITO XXI,3064,3616,B,0,U,66,10,2,9,1,8,37,1,0,0,1,,,0,3,138,392,Cotejo
'113064C0100,113064C0100,11,GUANAJUATO,67,DISTRITO XXI,3064,3617,C,0,U,62,9,1,10,0,5,36,0,1,0,1,,,0,3,128,391,Cotejo
'113065B0100,113065B0100,11,GUANAJUATO,67,DISTRITO XXI,3065,3618,B,0,U,174,19,1,22,3,16,88,8,2,1,2,,,0,5,341,727,Cotejo
'113066B0100,113066B0100,11,GUANAJUATO,67,DISTRITO XXI,3066,3619,B,0,U,166,15,6,16,0,13,54,4,3,1,2,,,1,4,285,564,Cotejo
'113067B0100,113067B0100,11,GUANAJUATO,67,DISTRITO XXI,3067,3620,B,0,U,195,5,1,10,1,11,64,20,2,2,3,,,0,8,322,601,Cotejo
'113068B0100,113068B0100,11,GUANAJUATO,67,DISTRITO XXI,3068,3621,B,0,U,167,18,3,12,5,7,87,3,2,2,4,,,0,8,318,675,Cotejo
'113069B0100,113069B0100,11,GUANAJUATO,67,DISTRITO XXI,3069,3622,B,0,U,231,19,2,10,0,12,58,6,1,2,1,,,0,4,346,512,Cotejo
'113069C0100,113069C0100,11,GUANAJUATO,67,DISTRITO XXI,3069,3623,C,0,U,214,20,2,11,2,19,68,5,1,2,4,,,0,10,358,511,Cotejo
'113070B0100,113070B0100,11,GUANAJUATO,67,DISTRITO XXI,3070,3624,B,0,U,138,25,2,12,0,5,74,12,5,0,2,,,0,5,280,510,Cotejo
'113121B0100,113121B0100,11,GUANAJUATO,67,DISTRITO XXI,3121,3670,B,0,U,125,15,2,16,0,11,64,2,0,1,2,,,0,3,241,539,Cotejo
'113121C0100,113121C0100,11,GUANAJUATO,67,DISTRITO XXI,3121,3671,C,0,U,117,17,3,9,4,7,53,3,1,1,0,,,0,2,217,539,Cotejo
'113121C0200,113121C0200,11,GUANAJUATO,67,DISTRITO XXI,3121,3672,C,0,U,91,10,2,11,1,8,65,5,3,1,0,,,0,4,201,539,Cotejo
'113122B0100,113122B0100,11,GUANAJUATO,67,DISTRITO XXI,3122,3673,B,0,U,158,19,2,9,2,10,84,4,4,2,0,,,1,9,304,665,Cotejo
'113122C0100,113122C0100,11,GUANAJUATO,67,DISTRITO XXI,3122,3674,C,0,U,160,15,1,9,2,7,72,3,0,4,3,,,0,4,280,664,Cotejo
'113123B0100,113123B0100,11,GUANAJUATO,67,DISTRITO XXI,3123,3675,B,0,U,146,14,3,15,1,10,43,2,1,1,2,,,0,3,241,592,Cotejo
'113123C0100,113123C0100,11,GUANAJUATO,67,DISTRITO XXI,3123,3676,C,0,U,129,14,2,14,2,8,70,2,2,2,4,,,0,1,250,592,Cotejo
'113123C0200,113123C0200,11,GUANAJUATO,67,DISTRITO XXI,3123,3677,C,0,U,156,17,2,4,3,6,52,0,1,1,8,,,0,5,255,591,Cotejo
'113124B0100,113124B0100,11,GUANAJUATO,67,DISTRITO XXI,3124,3678,B,0,U,219,24,6,13,1,9,83,5,1,1,2,,,0,7,371,723,Cotejo
'113124C0100,113124C0100,11,GUANAJUATO,67,DISTRITO XXI,3124,3679,C,0,U,200,30,1,21,3,8,84,2,3,1,1,,,0,7,361,722,Cotejo
'113125B0100,113125B0100,11,GUANAJUATO,67,DISTRITO XXI,3125,3680,B,0,U,177,16,0,14,2,12,84,2,4,2,4,,,0,3,320,727,Cotejo
'113125C0100,113125C0100,11,GUANAJUATO,67,DISTRITO XXI,3125,3681,C,0,U,210,19,2,10,2,15,77,3,2,1,4,,,0,4,349,727,Cotejo
'113126B0100,113126B0100,11,GUANAJUATO,67,DISTRITO XXI,3126,3682,B,0,U,147,21,4,14,1,16,45,3,1,2,3,,,0,3,260,638,Cotejo
'113126C0100,113126C0100,11,GUANAJUATO,67,DISTRITO XXI,3126,3683,C,0,U,157,16,1,14,2,14,55,7,1,1,2,,,0,6,276,638,Cotejo
'113127B0100,113127B0100,11,GUANAJUATO,67,DISTRITO XXI,3127,3684,B,0,U,121,14,1,11,1,9,67,2,3,1,4,,,0,8,242,633,Cotejo
'113127C0100,113127C0100,11,GUANAJUATO,67,DISTRITO XXI,3127,3685,C,0,U,132,16,4,5,1,7,92,2,1,2,1,,,1,3,267,633,Cotejo
'113127C0200,113127C0200,11,GUANAJUATO,67,DISTRITO XXI,3127,3686,C,0,U,139,16,2,7,1,13,59,2,2,3,4,,,0,4,252,632,Cotejo
'113128B0100,113128B0100,11,GUANAJUATO,67,DISTRITO XXI,3128,3687,B,0,U,153,18,1,5,5,20,71,5,0,0,5,,,0,14,297,633,Cotejo
'113128C0100,113128C0100,11,GUANAJUATO,67,DISTRITO XXI,3128,3688,C,0,U,133,25,4,9,4,12,70,4,1,1,2,,,0,5,270,633,Cotejo
'113128C0200,113128C0200,11,GUANAJUATO,67,DISTRITO XXI,3128,3689,C,0,U,142,16,3,16,1,8,49,1,3,1,0,,,0,5,245,633,Cotejo
'113128C0300,113128C0300,11,GUANAJUATO,67,DISTRITO XXI,3128,3690,C,0,U,157,19,3,7,6,17,84,4,3,1,1,,,0,10,312,633,Cotejo
'113129B0100,113129B0100,11,GUANAJUATO,67,DISTRITO XXI,3129,3691,B,0,U,147,20,1,8,2,19,75,7,0,2,7,,,1,6,295,666,Cotejo
'113129C0100,113129C0100,11,GUANAJUATO,67,DISTRITO XXI,3129,3692,C,0,U,155,14,1,10,2,12,88,4,2,0,5,,,0,1,294,666,Cotejo
'113129C0200,113129C0200,11,GUANAJUATO,67,DISTRITO XXI,3129,3693,C,0,U,140,16,0,10,0,12,79,0,2,3,2,,,0,0,264,665,Cotejo
'113130B0100,113130B0100,11,GUANAJUATO,67,DISTRITO XXI,3130,3694,B,0,U,139,10,0,19,1,8,67,2,3,4,4,,,0,4,261,642,Cotejo
'113130C0100,113130C0100,11,GUANAJUATO,67,DISTRITO XXI,3130,3695,C,0,U,121,14,1,15,2,4,67,2,2,1,4,,,0,2,235,642,Cotejo
'113130C0200,113130C0200,11,GUANAJUATO,67,DISTRITO XXI,3130,3696,C,0,U,132,10,2,13,0,8,67,1,1,0,3,,,0,5,242,642,Cotejo
'113130C0300,113130C0300,11,GUANAJUATO,67,DISTRITO XXI,3130,3697,C,0,U,109,8,1,14,2,12,80,3,0,2,3,,,0,7,241,641,Cotejo
'113132B0100,113132B0100,11,GUANAJUATO,67,DISTRITO XXI,3132,2061,B,0,R,225,17,4,14,1,16,65,3,0,0,1,,,1,4,351,705,Cotejo
'113132C0100,113132C0100,11,GUANAJUATO,67,DISTRITO XXI,3132,2062,C,0,R,205,19,4,12,2,15,78,5,3,1,3,,,0,4,351,704,Cotejo
'113143B0100,113143B0100,11,GUANAJUATO,67,DISTRITO XXI,3143,2073,B,0,R,242,30,2,15,1,18,61,3,1,0,1,,,0,12,386,731,Cotejo
'113143C0100,113143C0100,11,GUANAJUATO,67,DISTRITO XXI,3143,2074,C,0,R,219,25,3,10,1,29,64,0,1,2,1,,,1,8,364,730,Cotejo
'113144B0100,113144B0100,11,GUANAJUATO,67,DISTRITO XXI,3144,2075,B,0,R,66,15,1,9,2,6,59,0,4,1,3,,,0,3,169,617,Cotejo
'113144C0100,113144C0100,11,GUANAJUATO,67,DISTRITO XXI,3144,2076,C,0,R,90,12,0,3,3,15,65,1,1,1,2,,,0,10,203,617,Cotejo
'113145B0100,113145B0100,11,GUANAJUATO,67,DISTRITO XXI,3145,3714,B,0,U,56,11,0,7,3,9,63,1,0,1,1,,,0,5,157,546,Cotejo
'113145C0100,113145C0100,11,GUANAJUATO,67,DISTRITO XXI,3145,3715,C,0,U,80,11,2,11,2,11,44,5,2,1,2,,,0,4,175,545,Cotejo
'113146B0100,113146B0100,11,GUANAJUATO,67,DISTRITO XXI,3146,3716,B,0,U,92,8,0,6,2,1,56,2,0,1,0,,,0,4,172,580,Cotejo
'113146C0100,113146C0100,11,GUANAJUATO,67,DISTRITO XXI,3146,3717,C,0,U,90,12,3,10,3,7,36,5,0,1,0,,,0,7,174,579,Cotejo
'113147B0100,113147B0100,11,GUANAJUATO,67,DISTRITO XXI,3147,3718,B,0,U,93,19,1,10,4,4,49,1,8,0,3,,,0,2,194,609,Cotejo
'113147C0100,113147C0100,11,GUANAJUATO,67,DISTRITO XXI,3147,3719,C,0,U,96,17,3,6,1,5,52,3,10,1,1,,,0,3,198,608,Cotejo
'113148B0100,113148B0100,11,GUANAJUATO,67,DISTRITO XXI,3148,2077,B,0,R,303,44,7,10,2,18,36,2,4,2,2,,,0,8,438,750,Cotejo
'113148C0100,113148C0100,11,GUANAJUATO,67,DISTRITO XXI,3148,2078,C,0,R,294,28,3,10,2,18,56,6,0,1,3,,,0,11,432,749,Cotejo
'113148C0200,113148C0200,11,GUANAJUATO,67,DISTRITO XXI,3148,2079,C,0,R,351,35,1,14,4,16,42,8,2,2,1,,,0,5,481,749,Cotejo
'113148C0300,113148C0300,11,GUANAJUATO,67,DISTRITO XXI,3148,2080,C,0,R,321,34,5,11,1,11,57,2,1,0,0,,,1,7,451,749,Cotejo
'110051B0100,110051B0100,11,GUANAJUATO,68,DISTRITO XXII,51,1717,B,0,R,86,8,7,21,15,16,98,13,2,6,6,,1,1,12,292,700,Recuento
'110051C0100,110051C0100,11,GUANAJUATO,68,DISTRITO XXII,51,1718,C,0,R,95,7,13,26,12,15,90,9,5,10,6,,1,1,16,306,699,Recuento
'110051C0200,110051C0200,11,GUANAJUATO,68,DISTRITO XXII,51,1719,C,0,R,100,13,10,14,12,17,88,11,3,17,10,,0,2,13,310,699,Recuento
'110051C0300,110051C0300,11,GUANAJUATO,68,DISTRITO XXII,51,1720,C,0,R,106,11,14,17,11,5,89,13,5,12,2,,0,2,18,305,699,Recuento
'110051C0400,110051C0400,11,GUANAJUATO,68,DISTRITO XXII,51,1721,C,0,R,106,7,18,19,3,17,86,13,10,10,10,,0,0,13,312,699,Cotejo
'110052B0100,110052B0100,11,GUANAJUATO,68,DISTRITO XXII,52,1750,B,0,U,69,4,14,6,10,16,35,4,2,4,1,,0,1,7,173,383,Cotejo
'110052C0100,110052C0100,11,GUANAJUATO,68,DISTRITO XXII,52,1751,C,0,U,63,3,5,15,4,14,44,2,2,6,3,,0,1,10,172,382,Cotejo
'110053B0100,110053B0100,11,GUANAJUATO,68,DISTRITO XXII,53,1752,B,0,U,127,19,12,11,3,12,23,6,3,8,3,,0,2,6,235,387,Cotejo
'110053C0100,110053C0100,11,GUANAJUATO,68,DISTRITO XXII,53,1753,C,0,U,101,10,4,6,4,11,52,6,8,3,2,,0,0,9,216,387,Cotejo
'110054B0100,110054B0100,11,GUANAJUATO,68,DISTRITO XXII,54,1754,B,0,U,71,25,8,11,9,9,52,7,3,3,4,,0,0,5,207,391,Cotejo
'110054C0100,110054C0100,11,GUANAJUATO,68,DISTRITO XXII,54,1755,C,0,U,92,19,7,13,7,10,58,4,3,9,2,,0,1,15,240,390,Cotejo
'110055B0100,110055B0100,11,GUANAJUATO,68,DISTRITO XXII,55,1756,B,0,U,125,25,16,16,12,16,75,6,2,11,4,,1,3,16,328,610,Cotejo
'110056B0100,110056B0100,11,GUANAJUATO,68,DISTRITO XXII,56,1757,B,0,U,99,8,6,20,13,11,77,15,5,8,9,,0,0,13,284,662,Cotejo
'110056C0100,110056C0100,11,GUANAJUATO,68,DISTRITO XXII,56,1758,C,0,U,101,12,9,15,14,9,62,12,4,4,6,,1,1,18,268,661,Cotejo
'110057B0100,110057B0100,11,GUANAJUATO,68,DISTRITO XXII,57,1759,B,0,U,55,3,13,11,8,8,48,8,5,10,6,,0,0,10,185,558,Recuento
'110057C0100,110057C0100,11,GUANAJUATO,68,DISTRITO XXII,57,1760,C,0,U,46,3,10,19,6,8,47,6,0,14,2,,0,1,8,170,557,Recuento
'110058B0100,110058B0100,11,GUANAJUATO,68,DISTRITO XXII,58,1761,B,0,U,70,6,17,7,7,6,46,4,3,13,9,,0,0,5,193,549,Cotejo
'110058C0100,110058C0100,11,GUANAJUATO,68,DISTRITO XXII,58,1762,C,0,U,51,4,22,16,6,16,37,6,3,11,4,,0,0,3,179,549,Cotejo
'110058C0200,110058C0200,11,GUANAJUATO,68,DISTRITO XXII,58,1763,C,0,U,73,7,14,14,7,10,50,4,3,7,6,,0,0,7,202,549,Cotejo
'110059B0100,110059B0100,11,GUANAJUATO,68,DISTRITO XXII,59,1764,B,0,U,93,15,13,14,9,13,48,7,7,14,7,,0,1,14,255,503,Cotejo
'110059C0100,110059C0100,11,GUANAJUATO,68,DISTRITO XXII,59,1765,C,0,U,90,8,9,16,3,20,59,10,8,10,2,,0,1,10,246,502,Cotejo
'110060B0100,110060B0100,11,GUANAJUATO,68,DISTRITO XXII,60,1766,B,0,U,128,14,5,5,8,8,41,4,8,5,4,,0,0,10,240,406,Cotejo
'110060C0100,110060C0100,11,GUANAJUATO,68,DISTRITO XXII,60,1767,C,0,U,116,16,5,11,8,8,33,7,1,6,4,,0,0,6,221,405,Cotejo
'110061B0100,110061B0100,11,GUANAJUATO,68,DISTRITO XXII,61,1768,B,0,U,110,9,10,14,15,18,34,3,6,4,0,,0,2,7,232,446,Cotejo
'110061C0100,110061C0100,11,GUANAJUATO,68,DISTRITO XXII,61,1769,C,0,U,113,16,10,6,14,22,42,11,2,8,5,,0,1,6,256,446,Cotejo
'110062B0100,110062B0100,11,GUANAJUATO,68,DISTRITO XXII,62,1722,B,0,R,81,12,6,15,6,20,53,13,2,11,3,,0,1,19,242,449,Cotejo
'110062C0100,110062C0100,11,GUANAJUATO,68,DISTRITO XXII,62,1723,C,0,R,82,7,9,9,8,25,43,8,2,12,6,,0,1,10,222,449,Cotejo
'110063B0100,110063B0100,11,GUANAJUATO,68,DISTRITO XXII,63,1770,B,0,U,156,26,17,18,7,8,57,14,4,9,3,,0,0,8,327,589,Cotejo
'110064B0100,110064B0100,11,GUANAJUATO,68,DISTRITO XXII,64,1771,B,0,U,50,23,8,15,5,9,40,7,14,13,7,,31,0,9,231,399,Cotejo
'110064C0100,110064C0100,11,GUANAJUATO,68,DISTRITO XXII,64,1772,C,0,U,59,9,2,9,5,9,53,4,4,9,4,,0,5,10,182,398,Recuento
'110065B0100,110065B0100,11,GUANAJUATO,68,DISTRITO XXII,65,1724,B,0,R,75,12,4,16,11,9,50,8,4,7,6,,0,0,16,218,530,Cotejo
'110065C0100,110065C0100,11,GUANAJUATO,68,DISTRITO XXII,65,1725,C,0,R,67,13,6,24,11,13,57,9,2,7,6,,0,0,8,223,530,Cotejo
'110066B0100,110066B0100,11,GUANAJUATO,68,DISTRITO XXII,66,1773,B,0,U,137,22,19,11,10,14,100,7,4,22,3,,0,0,21,370,729,Cotejo
'110067B0100,110067B0100,11,GUANAJUATO,68,DISTRITO XXII,67,1774,B,0,U,75,7,6,22,10,16,68,8,6,9,5,,0,0,19,251,667,Recuento
'110067C0100,110067C0100,11,GUANAJUATO,68,DISTRITO XXII,67,1775,C,0,U,100,13,11,10,6,20,67,10,2,8,4,,0,0,9,260,667,Cotejo
'110067C0200,110067C0200,11,GUANAJUATO,68,DISTRITO XXII,67,1776,C,0,U,84,9,9,11,4,17,68,20,2,10,4,,0,1,15,254,667,Cotejo
'110067C0300,110067C0300,11,GUANAJUATO,68,DISTRITO XXII,67,1777,C,0,U,124,5,8,16,9,21,53,8,8,11,1,,0,0,8,272,666,Cotejo
'110068B0100,110068B0100,11,GUANAJUATO,68,DISTRITO XXII,68,1778,B,0,U,84,16,9,6,11,17,48,5,4,7,1,,0,2,7,217,393,Cotejo
'110068C0100,110068C0100,11,GUANAJUATO,68,DISTRITO XXII,68,1779,C,0,U,110,17,6,10,12,9,37,1,4,4,3,,0,7,7,227,392,Cotejo
'110069B0100,110069B0100,11,GUANAJUATO,68,DISTRITO XXII,69,1780,B,0,U,127,23,21,21,14,17,87,10,6,6,6,,1,2,14,355,650,Cotejo
'110070B0100,110070B0100,11,GUANAJUATO,68,DISTRITO XXII,70,1781,B,0,U,62,15,9,11,10,9,66,10,2,8,3,,0,1,10,216,494,Recuento
'110070C0100,110070C0100,11,GUANAJUATO,68,DISTRITO XXII,70,1782,C,0,U,44,6,4,11,7,11,50,3,5,5,1,,0,0,8,155,493,Recuento
'110071B0100,110071B0100,11,GUANAJUATO,68,DISTRITO XXII,71,1783,B,0,U,66,8,12,18,15,9,58,5,1,1,5,,0,2,12,212,624,Recuento
'110071C0100,110071C0100,11,GUANAJUATO,68,DISTRITO XXII,71,1784,C,0,U,81,13,7,17,15,11,58,3,3,4,7,,0,1,9,229,623,Cotejo
'110072B0100,110072B0100,11,GUANAJUATO,68,DISTRITO XXII,72,1785,B,0,U,69,9,10,17,14,7,56,11,6,11,3,,1,1,10,225,521,Cotejo
'110072C0100,110072C0100,11,GUANAJUATO,68,DISTRITO XXII,72,1786,C,0,U,72,11,18,8,13,5,52,7,3,7,4,,0,0,8,208,521,Cotejo
'110073B0100,110073B0100,11,GUANAJUATO,68,DISTRITO XXII,73,1787,B,0,U,72,14,2,14,10,8,63,8,10,8,9,,0,0,20,238,400,Recuento
'110073C0100,110073C0100,11,GUANAJUATO,68,DISTRITO XXII,73,1788,C,0,U,97,9,5,19,8,11,47,7,9,4,2,,0,0,18,236,400,Cotejo
'110074B0100,110074B0100,11,GUANAJUATO,68,DISTRITO XXII,74,1789,B,0,U,134,23,5,14,11,12,60,11,8,17,5,,0,1,17,318,569,Cotejo
'110074C0100,110074C0100,11,GUANAJUATO,68,DISTRITO XXII,74,1790,C,0,U,132,10,8,21,11,8,77,3,6,7,6,,0,1,8,298,569,Cotejo
'110074C0200,110074C0200,11,GUANAJUATO,68,DISTRITO XXII,74,1791,C,0,U,111,10,7,13,5,10,77,9,14,10,1,,0,0,9,276,568,Cotejo
'110075B0100,110075B0100,11,GUANAJUATO,68,DISTRITO XXII,75,1792,B,0,U,100,21,16,12,6,16,72,4,14,20,4,,0,1,17,303,679,Cotejo
'110076B0100,110076B0100,11,GUANAJUATO,68,DISTRITO XXII,76,1793,B,0,U,49,12,2,14,6,6,35,6,16,16,1,,0,0,14,177,404,Cotejo
'110076C0100,110076C0100,11,GUANAJUATO,68,DISTRITO XXII,76,1794,C,0,U,59,15,9,7,6,10,35,4,4,8,2,,0,0,7,166,403,Cotejo
'110077B0100,110077B0100,11,GUANAJUATO,68,DISTRITO XXII,77,1795,B,0,U,80,7,6,18,10,12,57,11,7,7,6,,0,1,18,240,625,Cotejo
'110077C0100,110077C0100,11,GUANAJUATO,68,DISTRITO XXII,77,1796,C,0,U,87,17,7,27,9,18,70,8,5,6,9,,1,3,8,275,625,Cotejo
'110078B0100,110078B0100,11,GUANAJUATO,68,DISTRITO XXII,78,1797,B,0,U,94,17,11,19,5,9,36,7,6,10,4,,0,1,11,230,703,Cotejo
'110078C0100,110078C0100,11,GUANAJUATO,68,DISTRITO XXII,78,1798,C,0,U,107,15,10,20,6,20,82,6,4,9,10,,0,0,17,306,702,Cotejo
'110079B0100,110079B0100,11,GUANAJUATO,68,DISTRITO XXII,79,1799,B,0,U,62,5,7,7,7,8,63,5,3,4,7,,0,0,8,186,524,Recuento
'110079C0100,110079C0100,11,GUANAJUATO,68,DISTRITO XXII,79,1800,C,0,U,66,7,7,13,5,7,67,5,2,7,2,,0,1,13,202,524,Recuento
